Document ID,Score
doc_23286,1.0
doc_37376,0.20108788453315748
doc_14687,0.19865092408436588
doc_14575,0.06791717953073655
doc_3500,0.042494661584559675
doc_13118,0.03230255543348339
doc_18061,0.029619003317212917
doc_23540,0.024852176501585742
doc_27692,0.023157460695281688
doc_39043,0.021858030203882522
doc_37942,0.021845300376852263
doc_22923,0.020021648326380828
doc_19061,0.019656382254091838
doc_20789,0.018624617078296025
doc_33742,0.01778973575211992
doc_38422,0.015972842820676215
doc_13046,0.015558247831159642
doc_33904,0.015303850999494393
doc_16437,0.012296360218337427
doc_22982,0.012082688484559023
doc_36986,0.011929770127176385
doc_13703,0.011112368287058494
doc_14623,0.009217728226156968
doc_23037,0.009170747528429595
doc_14321,0.0081786692104177
doc_14280,0.007910390780620676
doc_28209,0.007608052047536925
doc_33879,0.006210852101423493
doc_14322,0.006080118356869864
doc_10920,0.006035046364236793
doc_14344,0.005933533243908645
doc_11329,0.00589040673520959
doc_30044,0.0057665710136940215
doc_27054,0.005428182264850171
doc_11352,0.0051316154103876604
doc_8840,0.00499120827817135
doc_27890,0.004983773511460793
doc_28014,0.00484334315311442
doc_4692,0.004711467310848916
doc_23958,0.004655572465710518
doc_8630,0.00448401873447929
doc_40950,0.004459233568157728
doc_46225,0.004360534141317204
doc_19361,0.0043472129430658845
doc_41866,0.0042010677350054326
doc_21486,0.0036207816850589783
doc_14393,0.003580325841943317
doc_42848,0.003557627976101508
doc_46982,0.003542576139344156
doc_13628,0.003465443465797276
doc_37054,0.0034622174974728594
doc_20992,0.0034184627680699034
doc_19091,0.003155197778576398
doc_14434,0.002942508487582759
doc_12677,0.0028994683653132815
doc_11137,0.002644985816847004
doc_45461,0.002638000876206023
doc_32994,0.002403722140960653
doc_8856,0.0023765333870987638
doc_25505,0.002369098620388207
doc_40582,0.00233883796628887
doc_14457,0.0022956507055043804
doc_8752,0.0022729883964070236
doc_47551,0.0022729883964070236
doc_6913,0.0021869747799004298
doc_5370,0.0021076311312809484
doc_25585,0.0020093381865071156
doc_12675,0.0019034494718434926
doc_14102,0.001896638531153724
doc_30019,0.0018515665385206543
doc_5078,0.0018430374601469744
doc_13905,0.001750053418192506
doc_19612,0.0017228646643306172
doc_28072,0.0017208327939670248
doc_5611,0.001705733283827316
doc_3206,0.0016018043074396675
doc_4052,0.0015061699282412893
doc_14536,0.0014885859290852475
doc_13995,0.0013737035529392066
doc_41973,0.001320102481932457
doc_30529,0.0012497429442876106
doc_13328,0.0012156751206385565
doc_19964,0.0011893687373788274
doc_13285,0.001112236063831948
doc_23490,0.0011010539420541583
doc_14378,0.0010963846954243593
doc_10923,0.0010921905274764697
doc_13954,0.0010788693292251503
doc_26744,0.0010617611748519134
doc_45738,0.001060156209763365
doc_27055,0.001058634992825198
doc_8542,0.0010545073353003568
doc_14153,0.0010078499598518567
doc_17324,0.000988313259968087
doc_14411,0.0009815023192783186
doc_14164,0.0009815023192783186
doc_12899,0.0009703201975005289
doc_20071,0.000954207631531298
doc_45479,0.000954207631531298
doc_13963,0.0009454471376498223
doc_24328,0.0009429530850289213
doc_3458,0.0009250827047017341
doc_45007,0.0009170372309953094
doc_13095,0.0008901139691836574
doc_46108,0.0008654961821761305
doc_14298,0.0008507685747246892
doc_13948,0.0008507685747246892
doc_41854,0.0008462416403829531
doc_20255,0.0008269284914393715
doc_27486,0.0008234738869776684
doc_8356,0.0008203113218477659
doc_34729,0.0008126314795408948
doc_23198,0.0008019903766110694
doc_45490,0.0007986887206561063
doc_4271,0.0007986887206561063
doc_4273,0.0007863034864416799
doc_39532,0.0007232817541239693
doc_14487,0.0007200348301710599
doc_7584,0.0007041834617634714
doc_8629,0.0006927401424240391
doc_7120,0.0006927111474754357
doc_33443,0.0006839796485425637
doc_22219,0.0006814855959216625
doc_20864,0.0006814855959216625
doc_44270,0.0006814855959216625
doc_5442,0.000679163586194569
doc_27682,0.0006664337591643101
doc_5831,0.0006565775462734178
doc_45011,0.0006555697418880506
doc_30537,0.0006278944631529561
doc_11845,0.0005925480095703401
doc_9140,0.0005893010856174307
doc_14246,0.0005893010856174307
doc_13981,0.0005833603298951762
doc_14084,0.0005781189638396408
doc_42359,0.0005781189638396408
doc_5074,0.0005734177663326388
doc_4305,0.0005692555492619524
doc_22284,0.0005672820035057413
doc_8848,0.0005588438327405074
doc_5202,0.0005588438327405074
doc_1592,0.0005559343510106331
doc_7155,0.0005559343510106331
doc_9032,0.0005532459039889343
doc_45192,0.0005507518513680331
doc_14606,0.0005507518513680331
doc_1666,0.0005484298416409398
doc_10497,0.0005484298416409398
doc_44045,0.0005484298416409398
doc_47424,0.0005423203878900575
doc_11890,0.0005423203878900575
doc_19200,0.0005405228875038109
doc_44069,0.0005405228875038109
doc_39063,0.000538826196637396
doc_34418,0.0005372212315488476
doc_40346,0.0005328814710408461
doc_13284,0.0005291295828446519
doc_29728,0.0005238672074922692
doc_27190,0.0005229349782145174
doc_42244,0.0005220370663184278
doc_44995,0.0005195295078696332
doc_23249,0.0005179958793210941
doc_48093,0.0004909083545458964
doc_48113,0.0004909083545458964
doc_13923,0.00047329494851524256
doc_445,0.0004687620657257891
doc_22605,0.0004653782817535696
doc_30530,0.00046534047696583473
doc_13937,0.00045856734106380123
doc_40893,0.0004580860677424032
doc_9129,0.0004473852192860115
doc_43710,0.00044735206229376046
doc_14074,0.0004427159726562127
doc_31238,0.00043852180470832296
doc_8888,0.00043852180470832296
doc_9394,0.00042251215943530496
doc_22718,0.0004200181068144038
doc_8212,0.0004200181068144038
doc_19608,0.00041769609708731037
doc_31330,0.0004134953484307315
doc_6066,0.0004115866433364281
doc_46310,0.0004115866433364281
doc_39467,0.0004097891429501815
doc_7215,0.0004097891429501815
doc_31266,0.00040809245208376667
doc_44648,0.00040648748699521827
doc_7237,0.0004049662700570514
doc_6916,0.0004049662700570514
doc_8259,0.00040352176239783025
doc_23109,0.00040214772648721663
doc_4268,0.00040214772648721663
doc_41898,0.0003995894639571579
doc_17622,0.0003995894639571579
doc_35507,0.0003983958382910226
doc_9676,0.00039526638874877413
doc_35054,0.0003887957633160039
doc_30422,0.00037723276673962716
doc_44428,0.0003413588954407498
doc_45537,0.00034021504686337786
doc_5548,0.0003346445371999403
doc_14423,0.0003346445371999403
doc_5552,0.0003346445371999403
doc_47863,0.00032783359651017196
doc_24514,0.00032783359651017196
doc_29446,0.0003218928407879174
doc_13311,0.0003218928407879174
doc_42955,0.00031665147473238214
doc_21906,0.00031665147473238214
doc_7050,0.00031665147473238214
doc_14088,0.00031665147473238214
doc_13125,0.00031665147473238214
doc_12036,0.0003142194543172095
doc_13867,0.00031198222810258335
doc_44389,0.0003077880601546937
doc_47549,0.0003039935132248542
doc_28619,0.0003039935132248542
doc_13090,0.00029737634363324867
doc_8488,0.00029446686190337436
doc_5511,0.00029177841488167564
doc_44910,0.00029177841488167564
doc_15966,0.00028696235253368105
doc_33067,0.00028479347424069444
doc_8159,0.0002827616038771021
doc_20832,0.0002808528987827988
doc_22314,0.0002808528987827988
doc_35074,0.0002808528987827988
doc_36856,0.0002808528987827988
doc_3390,0.00027905539839655213
doc_20348,0.0002773587075301373
doc_38105,0.0002773587075301373
doc_4266,0.0002773587075301373
doc_44031,0.000275753742441589
doc_45789,0.000275753742441589
doc_34286,0.000275753742441589
doc_4256,0.000275753742441589
doc_25248,0.0002727880178442009
doc_15057,0.0002727880178442009
doc_18909,0.0002727880178442009
doc_32354,0.0002714139819335873
doc_36688,0.0002714139819335873
doc_17695,0.00027010486797858084
doc_8421,0.00026885571940352864
doc_8424,0.00026885571940352864
doc_30746,0.00023903972015676883
doc_48150,0.00022944086543863774
doc_48084,0.00022944086543863774
doc_48079,0.00022944086543863774
doc_47845,0.00022944086543863774
doc_48089,0.00022944086543863774
doc_47837,0.00022944086543863774
doc_48027,0.00022944086543863774
doc_43279,0.00022118555038895513
doc_12106,0.0002118274594079838
doc_42665,0.0002039107926463109
doc_45291,0.0002039107926463109
doc_23124,0.0002039107926463109
doc_9763,0.0002039107926463109
doc_43601,0.0002039107926463109
