Document ID,Score
doc_34729,5.031061026856039
doc_19653,4.865420574825832
doc_33904,4.592709354323596
doc_9676,4.485696129303427
doc_40582,4.1078441268666905
doc_33299,4.1078441268666905
doc_30422,4.094861593555163
doc_39111,4.094861593555163
doc_30746,3.933199513462708
doc_13095,3.8769706571818476
doc_30537,3.860672534430944
doc_48165,3.725167875360671
doc_48150,3.725167875360671
doc_48059,3.725167875360671
doc_47843,3.725167875360671
doc_48093,3.725167875360671
doc_48070,3.725167875360671
doc_48084,3.725167875360671
doc_48079,3.725167875360671
doc_48157,3.725167875360671
doc_47841,3.725167875360671
doc_47839,3.725167875360671
doc_47845,3.725167875360671
doc_48089,3.725167875360671
doc_47837,3.725167875360671
doc_47848,3.725167875360671
doc_48113,3.725167875360671
doc_48027,3.725167875360671
doc_48074,3.725167875360671
doc_6913,3.649915287838144
doc_14153,3.5952762142681856
doc_21486,3.5574973686532605
doc_43279,3.5462541649999997
doc_46574,3.404238167237133
doc_37241,3.4028548416150635
doc_37209,3.362100618863529
doc_37219,3.362100618863529
doc_12106,3.34344049051005
doc_13923,3.34344049051005
doc_46108,3.34344049051005
doc_13680,3.34344049051005
doc_37117,3.3227764518204803
doc_37270,3.3227764518204803
doc_44428,3.3173834015714294
doc_23958,3.3173834015714294
doc_45537,3.2925932885549347
doc_37232,3.2848006166046133
doc_29115,3.2475359284611045
doc_445,3.2452013713958348
doc_5548,3.171866151372702
doc_42665,3.171866151372702
doc_14457,3.171866151372702
doc_12675,3.171866151372702
doc_45291,3.171866151372702
doc_16015,3.171866151372702
doc_17324,3.171866151372702
doc_23124,3.171866151372702
doc_9763,3.171866151372702
doc_43601,3.171866151372702
doc_18061,3.171866151372702
doc_14423,3.171866151372702
doc_16380,3.171866151372702
doc_22605,3.171866151372702
doc_14321,3.171866151372702
doc_884,3.171866151372702
doc_14005,3.171866151372702
doc_11632,3.171866151372702
doc_42736,3.171866151372702
doc_5552,3.171866151372702
doc_45581,3.1710468253018806
doc_30529,3.1710468253018806
doc_30530,3.1710468253018806
doc_37090,3.11270033040159
doc_39532,3.09462482813532
doc_11845,3.09462482813532
doc_27054,3.0618062362157303
doc_4052,3.0618062362157303
doc_19376,3.0242557134282686
doc_32850,3.0242557134282686
doc_14687,3.0242557134282686
doc_14298,3.0242557134282686
doc_14434,3.0242557134282686
doc_14575,3.0242557134282686
doc_13285,3.0242557134282686
doc_14487,3.0242557134282686
doc_33879,3.0242557134282686
doc_9140,3.0242557134282686
doc_47863,3.0242557134282686
doc_14623,3.0242557134282686
doc_24514,3.0242557134282686
doc_13948,3.0242557134282686
doc_14280,3.0242557134282686
doc_14132,3.0242557134282686
doc_14102,3.0242557134282686
doc_13937,3.0242557134282686
doc_14322,3.0242557134282686
doc_14411,3.0242557134282686
doc_13995,3.0242557134282686
doc_14246,3.0242557134282686
doc_14164,3.0242557134282686
doc_13628,3.0242557134282686
doc_40893,3.0138252943454438
doc_37054,2.954340760582273
doc_41854,2.9261455123317894
doc_29446,2.8955044008232083
doc_27908,2.8955044008232083
doc_13981,2.8955044008232083
doc_20789,2.8955044008232083
doc_29355,2.8955044008232083
doc_13311,2.8955044008232083
doc_17120,2.8955044008232083
doc_19566,2.8955044008232083
doc_24054,2.8955044008232083
doc_45417,2.8947564618716397
doc_42274,2.857450649022078
doc_37000,2.836270504483962
doc_42955,2.7819106442299515
doc_21906,2.7819106442299515
doc_12899,2.7819106442299515
doc_14084,2.7819106442299515
doc_23490,2.7819106442299515
doc_22982,2.7819106442299515
doc_42359,2.7819106442299515
doc_7050,2.7819106442299515
doc_14088,2.7819106442299515
doc_9129,2.7819106442299515
doc_6059,2.7819106442299515
doc_13125,2.7819106442299515
doc_43710,2.7811920477291108
doc_1785,2.7292025654306853
doc_12036,2.7292025654306853
